pomid,artist,scientific name,common name,geographic origin,physical description,specimen,year,notes on original,date created,variety,nal note
POM00006745,"Shull, James Marion, 1872-1948",Citrus sinensis,oranges,"Houma, Louisiana, United States",1 art original : col. ; 17 x 24 cm. ,1527,1928,Seedling,1928,,
POM00006750,"Schutt, Ellen Isham, 1873-1955",Citrus sinensis,oranges,"Miami, Dade County, Florida, United States",1 art original : col. ; 17 x 25 cm. ,33120,1904,Top image illustrates Pineapple with Rust mite disease. Bottom image illustrates Pineapple with Wither-tip disease,1904,,
POM00006766,"Passmore, Deborah Griscom, 1840-1911",Citrus sinensis,oranges,"Florida, United States",1 art original : col. ; 17 x 25 cm. ,35427,1905,"Decay starting from mechanical injury, decay from clipper cut and puncture",1905-12-12,,
POM00006768,"Shull, James Marion, 1872-1948",Citrus sinensis,oranges,"Orlando, Orange County, Florida, United States",1 art original : col. ; 17 x 24 cm. ,1178,1919,This grove received a heavy application of lime in spraying of 1918 and no fertilizer that year. Nitrate of soda in spring of 1919 was only fertilizer given before June. This ammoniation was very evident in May and June.,1919,,
POM00007419,"Steadman, Royal Charles, b. 1875",Citrullus lanatus,watermelons,,1 art original : col. ; 17 x 25 cm. ,88882,1916,Bought in Center Market. 1/3 size,1916-07-01,Tom Watson,
POM00007420,"Steadman, Royal Charles, b. 1875",Citrullus lanatus,watermelons,,1 art original : col. ; 17 x 25 cm. ,88882a,1916,Bought in Center Market. 1/3 size,1916-07-05,Tom Watson,
POM00007421,"Passmore, Deborah Griscom, 1840-1911",Citrullus lanatus,watermelons,"Los Angeles, Los Angeles County, California, United States",1 art original : col. ; 17 x 26 cm. ,16784,1898,Received from Chamber of Commerce via Frank Wiggans,1898,Turkestan,
POM00006047,"Schutt, Ellen Isham, 1873-1955",Citrus,citrus fruits,"Winter Garden, Orange County, Florida, United States",1 art original : col. ; 17 x 25 cm. ,50150,1911,Pomerange citrus hybrid,1911-02-10,,
POM00006379,"Schutt, Ellen Isham, 1873-1955",Citrus,citrus fruits,"Winter Garden, Orange County, Florida, United States",1 art original : col. ; 17 x 25 cm. ,50150a,1911,Pomerange citrus hybrid,1911-02-09,,
POM00006380,"Schutt, Ellen Isham, 1873-1955",Citrus,citrus fruits,"Washington, D.C., United States",1 art original : col. ; 17 x 25 cm. ,50465a,1911,Pomerange citrus hybrid,1911-04-08,,
POM00006381,"Schutt, Ellen Isham, 1873-1955",Citrus,citrus fruits,"Washington, D.C., United States",1 art original : col. ; 17 x 25 cm. ,50465,1911,Pomerange citrus hybrid,1911-04-07,,
POM00006359,"Newton, Amanda Almira, ca. 1860-1943",Citrus aurantiifolia,limes,"Los Angeles, Los Angeles County, California, United States",1 art original : col. ; 15 x 24 cm. ,46736,1910,H.J. Ramsey,1910-04-19,,
POM00006377,"Steadman, Royal Charles, b. 1875",Citrus aurantiifolia,limes,"Havana, Ciudad de la Habana, Cuba",1 art original : col. ; 17 x 25 cm. ,103823,1923,"Sweet lime, Citrus limetta",1923-10-30,,
POM00006771,"Shull, James Marion, 1872-1948",Citrus aurantiifolia,limes,,1 art original : col. ; 16 x 24 cm. ,1135,1919,,1919,,
POM00006872,"Shull, James Marion, 1872-1948",Citrus aurantiifolia,limes,,1 art original : col. ; 17 x 24 cm. ,950,1916,"Culture in steamed rice, Tuber inoculated 09/08/1916. From left to right, strains Nos. #406,901,504",1916,,
POM00006878,"Shull, James Marion, 1872-1948",Citrus aurantiifolia,limes,,1 art original : col. ; 17 x 24 cm. ,1125,1919,,1919,,
POM00006879,"Shull, James Marion, 1872-1948",Citrus aurantiifolia,limes,"Florida, United States",1 art original : col. ; 16 x 24 cm. ,1116,1919,,1919,,
POM00005984,"Shull, James Marion, 1872-1948",Citrus aurantiifolia,limes,,1 art original : col. ; 16 x 24 cm. ,1154,1919,,1919,,
POM00006353,"Schutt, Ellen Isham, 1873-1955",Citrus aurantiifolia,limes,,1 art original : col. ; 17 x 25 cm. ,45805,1909,,1909-12-01,Cameron,
POM00006354,"Heiges, Bertha",Citrus aurantiifolia,limes,"Riverside, Riverside County, California, United States",1 art original : col. ; 16 x 25 cm. ,21580,1901,,1901-05-10,Castleman,
POM00006355,"Heiges, Bertha",Citrus aurantiifolia,limes,"Riverside, Riverside County, California, United States",1 art original : col. ; 16 x 25 cm. ,21580a,1901,,1901-05-10,Castleman,
POM00006356,"Newton, Amanda Almira, ca. 1860-1943",Citrus aurantiifolia,limes,"Port of Spain, Trinidad and Tobago",1 art original : col. ; 17 x 25 cm. ,45806,1909,,1909-12-06,Giant,
POM00006357,"Newton, Amanda Almira, ca. 1860-1943",Citrus aurantiifolia,limes,"Santa Barbara, Santa Barbara County, California, United States",1 art original : col. ; 17 x 25 cm. ,40246,1908,,1908-01-10,Imperial,
POM00006358,"Arnold, Mary Daisy, ca. 1873-1955",Citrus aurantiifolia,limes,"Florida, United States",1 art original : col. ; 17 x 25 cm. ,86770,1916,Central Supply,1916-01-06,Key,
POM00005986,"Shull, James Marion, 1872-1948",Citrus limon,lemons,,1 art original : col. ; 18 x 24 cm. ,1129,1919,,1919,,
POM00006411,"Heiges, Bertha",Citrus limon,lemons,"Washington, D.C., United States",1 art original : col. ; 17 x 25 cm. ,20997,1900,"Vol M, p 216",1900-12-22,American Wonder,
POM00006412,"Heiges, Bertha",Citrus limon,lemons,"Washington, D.C., United States",1 art original : col. ; 17 x 25 cm. ,20997a,1900,"Vol M, p 216",1900-12-24,American Wonder,
POM00006413,"Schutt, Ellen Isham, 1873-1955",Citrus limon,lemons,"Norwood, Norfolk County, Massachusetts, United States",1 art original : col. ; 17 x 25 cm. ,46199,1910,,1910-01-22,American Wonder,
POM00006624,"Schutt, Ellen Isham, 1873-1955",Citrus limon,lemons,"Norwood, Norfolk County, Massachusetts, United States",1 art original : col. ; 17 x 25 cm. ,46199a,1910,,1910-01-24,American Wonder,
POM00006414,"Arnold, Mary Daisy, ca. 1873-1955",Citrus limon,lemons,"College Park, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,80121,1915,,1915-02,Bizarrie,
POM00000853,"Passmore, Deborah Griscom, 1840-1911",Citrus limon,lemons,"Oroville, Butte County, California, United States",1 art original : col. ; 17 x 25 cm. ,17314,1899,,1899-03-02,Corsican,
POM00007575,"Newton, Amanda Almira, ca. 1860-1943",Citrus limon,lemons,"Corfu, Ionian Islands, Greece",1 art original : col. ; 15 x 24 cm. ,90872,1916,,1916-10-14,Etrog,
POM00001017,"Newton, Amanda Almira, ca. 1860-1943",Citrus limon,lemons,"Corfu, Ionian Islands, Greece",1 art original : col. ; 15 x 24 cm. ,90872a,1916,,1916-10-13,Etrog,
POM00000128,"Schutt, Ellen Isham, 1873-1955",Citrus limon,lemons,"Corona, Riverside County, California, United States",1 art original : col. ; 16 x 25 cm. ,60978,1912,Tree 75; Sent 11/04/1912 and photographed 11/12/1912,1912-11-15,Eureka,
POM00006415,"Schutt, Ellen Isham, 1873-1955",Citrus limon,lemons,"Corona, Riverside County, California, United States",1 art original : col. ; 17 x 25 cm. ,63433b,1913,"Tree 33-1-52; Sporting & Standard; Specimen #1 - striped lemon, Specimen #2 - standard lemons from same tree; This tree has one branch with striped fruits and foliage; The rest of the tree bears standard Eureka fruit and foliage",1913-07-22,Eureka,
POM00006416,"Schutt, Ellen Isham, 1873-1955",Citrus limon,lemons,"Corona, Riverside County, California, United States",1 art original : col. ; 17 x 25 cm. ,60939,1912,"Photographed 11/09/1912; In green fruit of this pick, 58 smooth, 3 corrugated, evidently a limb sport;Typical; Send 11/12/1912; Photo 11/19/1912, Tree 44",1912-11-14,Eureka,
POM00006417,"Schutt, Ellen Isham, 1873-1955",Citrus limon,lemons,"Whittier, Los Angeles County, California, United States",1 art original : col. ; 17 x 25 cm. ,46903,1910,"Specimen- (a) Sound[?], Specimen - (b) Tear-stain; Tear-stain, wither-tip",1910-06-06,Eureka,
POM00006418,"Schutt, Ellen Isham, 1873-1955",Citrus limon,lemons,"Corona, Riverside County, California, United States",1 art original : col. ; 17 x 25 cm. ,60939a,1912,"Typical Eureka and Rough corrugated Type on same tree and Photographed 11/09/1912. In green fruit of this pick, 58 smooth, 3 corrugated, evidently a limb sport; Send 11/12, Painted 11/14, Photo 11/19, Tree 44",1912-11-13,Eureka,
POM00006419,"Schutt, Ellen Isham, 1873-1955",Citrus limon,lemons,"Corona, Riverside County, California, United States",1 art original : col. ; 17 x 25 cm. ,63433a,1913,"Specimen #1 - striped lemon, Specimen #2 - standard lemon; Sporting & Standard Types and Tree 33-1-52,  From same tree. This tree has one branch with striped fruits and foliage. The rest of the tree bears standard Eureka fruit and foliage.",1913-07-25,Eureka,
POM00006770,"Schutt, Ellen Isham, 1873-1955",Citrus limon,lemons,"Corona, Riverside County, California, United States",1 art original : col. ; 17 x 25 cm. ,46842,1910,,1910-05-27,Eureka,
POM00006824,"Newton, Amanda Almira, ca. 1860-1943",Citrus limon,lemons,"Whittier, Los Angeles County, California, United States",1 art original : col. ; 17 x 25 cm. ,46904,1910,,1910-06-08,Eureka,
POM00006825,"Lower, Elsie E., b. 1882",Citrus limon,lemons,"Corona, Riverside County, California, United States",1 art original : col. ; 17 x 26 cm. ,46840,1910,Decay developing during second week after arrival.,1910-06-03,Eureka,
POM00006890,"Lower, Elsie E., b. 1882",Citrus limon,lemons,"Corona, Riverside County, California, United States",1 art original : col. ; 17 x 25 cm. ,46841,1910,,1910-06-02,Eureka,
POM00005909,,Citrus limon,lemons,,1 art original : col. ; 17 x 25 cm. ,49910,1910,"Fresh Green No. 1a; Stored 03/1910; Withdraw 08/01/1910, 32 degrees Fahrenheit; See 49909 for cross-section; 08/02/1910",1910,Fresh Green,
POM00001763,"Strange, M.",Malus domestica,apples,"New York, New York, United States",1 art original : col. ; 17 x 25 cm. ,78144,1914,,1914-11-13,Cheeseboro,
POM00001762,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Arlington, Dutchess County, New York, United States",1 art original : col. ; 17 x 25 cm. ,33403,1905,,1905,Cheeseborough,Alternative variety name(s):  Cheeseboro
POM00001764,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Wenatchee, Chelan County, Washington, United States",1 art original : col. ; 17 x 25 cm. ,46073,1910,"Stark Bros., Columbia, and Okangan Nur. Co, Wenatchee, Wash.",1910-01-05,Chelan,
POM00001765,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Wenatchee, Chelan County, Washington, United States",1 art original : col. ; 17 x 25 cm. ,111875,1931,,1931-01-17,Chelan,
POM00001482,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,8301920,1920,,1920-08-30,Chenango,
POM00001483,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"East Lansing, Ingham County, Michigan, United States",1 art original : col. ; 17 x 25 cm. ,54445,1911,,1911-11-25,Chenango,
POM00001484,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"New Haven, Allen County, Indiana, United States",1 art original : col. ; 17 x 25 cm. ,51189,1911,,1911-09-08,Chenango,
POM00001485,"Krieger, L.C.C. (Louis Charles Christopher), 1873-1940",Malus domestica,apples,"Stevensville, Bradford County, Pennsylvania, United States",1 art original : col. ; 17 x 25 cm. ,113522,1937,,1937-09-29,Chenango,
POM00001687,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"London, Madison County, Ohio, United States",1 art original : col. ; 17 x 25 cm. ,34368,1905,,1905,Chester,
POM00001688,"Heiges, Bertha",Malus domestica,apples,"Louisiana, Pike County, Missouri, United States",1 art original : col. ; 16 x 24 cm. ,30634,1904,,1904-01-08,Chicago,
POM00001689,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Dayton, Rhea County, Tennessee, United States",1 art original : col. ; 17 x 25 cm. ,84169 1/2,1915,,1915-10-14,Chicago,
POM00001690,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Louisiana, Pike County, Missouri, United States",1 art original : col. ; 17 x 25 cm. ,43487,1909,,1909-02-04,Chicago,
POM00001691,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Pilot Point, Denton County, Texas, United States",1 art original : col. ; 17 x 25 cm. ,59954,1913,,1913-01-08,Chicago,
POM00001692,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Glenmont, Montgomery County, Maryland, United States",1 art original : col. ; 16 x 25 cm. ,18654,1899,,1899-11-03,Childrens Delight,
POM00001693,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Waukee, Dallas County, Iowa, United States",1 art original : col. ; 17 x 25 cm. ,27459; 27213,1902,Section of 27459 same variety,1902,Chisman,
POM00001694,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Ronceverte, Greenbrier County, West Virginia, United States",1 art original : col. ; 16 x 25 cm. ,84176 1/2,1915,,1915,Christmas Sweet,
POM00001695,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Farmingdale, Sangamon County, Illinois, United States",1 art original : col. ; 17 x 25 cm. ,66973,1913,,1913-11-08,Churchill,
POM00001696,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Farmingdale, Sangamon County, Illinois, United States",1 art original : col. ; 17 x 25 cm. ,54997,1912,,1912-01-27,Cinderella,
POM00001697,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Oregon City, Clackamas County, Oregon, United States",1 art original : col. ; 16 x 25 cm. ,40457,1908,,1908,Cla-mis,
POM00001702,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Vaughn, Pierce County, Washington, United States",1 art original : col. ; 17 x 25 cm. ,20816,1900,Geo. W. Hoit Box 25,1900,Claribel,
POM00003963,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Salt Lake City, Salt Lake County, Utah, United States",1 art original : col. ; 15 x 24 cm. ,664,1913,,1913,,
POM00003964,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Cornelia, Habersham County, Georgia, United States",1 art original : col. ; 17 x 24 cm. ,321,1910,,1910,,
POM00003971,,Malus domestica,apples,,1 art original : col. ; 19 x 24 cm. ,1681,,,,,No signature or illustrator but appears to be Shull
POM00003974,,Malus domestica,apples,,1 art original : col. ; 18 x 24 cm. ,1788,,,,,"No gray sleeve with watercolor, No signature or illustrator but appears to be Shull; Image name supplied by NAL"
POM00003975,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Winchester, Virginia, United States",1 art original : col. ; 19 x 24 cm. ,302,1910,"Spray Russet; Russet Test; Plot 8, Combine no. 248, 254, 255. Result of spraying with commercial lime-sulfur plus Bordeaux",1910,,
POM00003976,,Malus domestica,apples,,1 art original : col. ; 16 x 22 cm. ,1290,,,,,
POM00003977,"Krieger, L.C.C. (Louis Charles Christopher), 1873-1940",Malus domestica,apples,,1 art original : col. ; 11 x 12 cm. ,[00038],,,,,Assigned specimen number
POM00003978,,Malus domestica,apples,,1 art original : col. ; 12 x 16 cm. ,[00039],,,,,Assigned specimen number
POM00003979,,Malus domestica,apples,,1 art original : col. ; 13 x 18 cm. ,[00040],,,,,Assigned specimen number
POM00003980,"Krieger, L.C.C. (Louis Charles Christopher), 1873-1940",Malus domestica,apples,,1 art original : col. ; 11 x 12 cm. ,[00041],,,,,Assigned specimen number
POM00003983,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Martinsburg, Berkeley County, West Virginia, United States",1 art original : col. ; 16 x 24 cm. ,404,1910,,1910,,
POM00003987,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Woodwardville, Anne Arundel County, Maryland, United States",1 art original : col. ; 16 x 24 cm. ,675,1913,X2,1913,,
POM00003998,"Shull, James Marion, 1872-1948",Malus domestica,apples,,1 art original : col. ; 19 x 23 cm. ,227,1909,,1909,,
POM00001026,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Philadelphia, Philadelphia County, Pennsylvania, United States",1 art original : col. ; 19 x 24 cm. ,392,1910,,1910,,
POM00001034,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Lanham, Prince Georges County, Maryland, United States",1 art original : col. ; 16 x 24 cm. ,443,1911,,1911,,
POM00001035,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Winchester, Virginia, United States",1 art original : col. ; 18 x 24 cm. ,881,1915,,1915,,
POM00001036,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Vienna, Fairfax County, Virginia, United States",1 art original : col. ; 16 x 25 cm. ,697,1913,,1913,,
POM00001092,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Covesville, Albemarle County, Virginia, United States",1 art original : col. ; 17 x 24 cm. ,801,1914,"Pear Blight on nearly grown fruit, thought to be Yellow Newtown Pippin. This sample carried abundance of germs, was exuding gum and rapidly discoloring clear to the margins.",1914,,
POM00001093,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Eckert, Orchard City, Delta County, Colorado, United States",1 art original : col. ; 16 x 24 cm. ,805,1914,,1914,,
POM00001094,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Greenwood, Virginia, United States",1 art original : col. ; 16 x 24 cm. ,272,1909,,1909,,
POM00001921,"Heiges, Bertha",Malus domestica,apples,"Louisiana, Pike County, Missouri, United States",1 art original : col. ; 17 x 25 cm. ,27323,1902,California,1902-11-28,Delicious,
POM00001922,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Port Murray, Warren County, New Jersey, United States",1 art original : col. ; 17 x 25 cm. ,53514,1911,,1911-10-30,Delicious,
POM00002001,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Louisiana, Pike County, Missouri, United States",1 art original : col. ; 16 x 25 cm. ,33099,1905,,1905-03-01,Delicious,
