pomid,artist,scientific name,common name,geographic origin,physical description,specimen,year,notes on original,date created,variety,nal note,cultivar
POM00005808,"Heiges, Bertha",Citrus sinensis,oranges,"Nursery, Victoria County, Texas, United States",1 art original : col. ; 17 x 25 cm. ,33014,1904.0,#27641-33121,1904-12-28,Dugat,,citrus
POM00005809,"Passmore, Deborah Griscom, 1840-1911",Citrus sinensis,oranges,"Beeville, Bee County, Texas, United States",1 art original : col. ; 17 x 25 cm. ,43193,1909.0,,1909-02-06,Dugat,Watercolor includes mock up for the Yearbook of Agriculture (1910),citrus
POM00005810,"Passmore, Deborah Griscom, 1840-1911",Citrus sinensis,oranges,"Beeville, Bee County, Texas, United States",1 art original : col. ; 17 x 25 cm. ,43193a,1909.0,"Duplicate, 11/05/1910",1909-02-06,Dugat,,citrus
POM00006481,"Schutt, Ellen Isham, 1873-1955",Citrus sinensis,oranges,"Beeville, Bee County, Texas, United States",1 art original : col. ; 17 x 25 cm. ,43194b,1909.0,Duplicate made 12/10/1909,1909-02-06,Dugats Improved,,citrus
POM00005811,"Schutt, Ellen Isham, 1873-1955",Citrus sinensis,oranges,"Beeville, Bee County, Texas, United States",1 art original : col. ; 17 x 25 cm. ,43194,1909.0,Copy 12/10/1909,1909-02-06,Dugats Improved,,citrus
POM00006493,"Passmore, Deborah Griscom, 1840-1911",Citrus sinensis,oranges,,1 art original : col. ; 17 x 25 cm. ,40210,1908.0,P.L.H. 2158,1908-01-03,Early Un-Shu,,citrus
POM00006156,"Steadman, Royal Charles, b. 1875",Citrus sinensis,oranges,"Glenwood, Volusia County, Florida, United States",1 art original : col. ; 17 x 25 cm. ,[00241],1919.0,,1919-01-31,Enterprise,Assigned specimen number,citrus
POM00005812,"Steadman, Royal Charles, b. 1875",Citrus sinensis,oranges,"Glenwood, Volusia County, Florida, United States",1 art original : col. ; 17 x 25 cm. ,[00240],1919.0,,1919-02-01,Enterprise,Assigned specimen number,citrus
POM00006459,"Newton, Amanda Almira, ca. 1860-1943",Citrus sinensis,oranges,"Foley, Baldwin County, Alabama, United States",1 art original : col. ; 17 x 25 cm. ,97222,1919.0,,1919,Fairai Satsumas,,citrus
POM00006461,"Steadman, Royal Charles, b. 1875",Citrus sinensis,oranges,"San Dimas, Los Angeles County, California, United States",1 art original : col. ; 17 x 25 cm. ,87316,1916.0,,1916-02-01,Fausta,,citrus
POM00003026,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Richmond, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,43814,1909.0,,1909-06-26,Red Astrachan,,apple
POM00003027,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Watha, Pender County, North Carolina, United States",1 art original : col. ; 17 x 25 cm. ,17551,1899.0,,1899-07-10,Red Astrachan,Changed South Washington to Watha,apple
POM00003028,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Watha, Pender County, North Carolina, United States",1 art original : col. ; 17 x 25 cm. ,34171,1905.0,,1905-06-29,Red Astrachan,Changed South Washington to Watha,apple
POM00003029,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Woodwardville, Anne Arundel County, Maryland, United States",1 art original : col. ; 16 x 24 cm. ,790,1914.0,"This specimen in conspicuous from the fact that the blight spread rapidly, produced bright color, but had not yet browned the tissue sufficiently to show through the skin.  A few damp days had preceded the attack.  Copious gum exuded.",1914-06-12,Red Astrachan,,apple
POM00003030,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Washington, D.C., United States",1 art original : col. ; 16 x 24 cm. ,12594,1896.0,,1896,Red Autumn,Alternative variety name(s): Calville of Downing,apple
POM00000478,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Wenattchee County, Washington, United States",1 art original : col. ; 17 x 25 cm. ,44521,1909.0,,1909-10-06,Red Bellflower,Alternative variety name(s):  Marshall Red,apple
POM00003031,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Pleasant Valley, El Dorado County, California, United States",1 art original : col. ; 17 x 25 cm. ,42593,1908.0,,1908-11-23,Red Calville,,apple
POM00003032,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 26 cm. ,109539,1928.0,"Section B, Row 16, Tree 4; Picked 09/26/1927; Acc #1904",1928-01,Red Canada,,apple
POM00003033,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Ithaca, Tompkins County, New York, United States",1 art original : col. ; 17 x 25 cm. ,87596,1916.0,,1916-03-18,Red Canada,,apple
POM00002971,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Elberta, Benzie County, Michigan, United States",1 art original : col. ; 16 x 26 cm. ,52496,1911.0,,1911-12-16,Red Canada,,apple
POM00002972,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Farmington, Oakland County, Michigan, United States",1 art original : col. ; 17 x 25 cm. ,24647,1902.0,,1902,Red Canada,Alternative variety name(s):  Steel's Red Winter,apple
POM00002973,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Towanda, Bradford County, Pennsylvania, United States",1 art original : col. ; 17 x 25 cm. ,86591,1916.0,,1916-01-12,Red Canada,,apple
POM00002974,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Ithaca, Tompkins County, New York, United States",1 art original : col. ; 17 x 25 cm. ,87596a,1916.0,,1916-03-07,Red Canada,,apple
POM00002975,"Lower, Elsie E., b. 1882",Malus domestica,apples,,1 art original : col. ; 17 x 25 cm. ,42838,1908.0,Entomology Dept.,1908-12-22,Red Canada,,apple
POM00002976,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Storrs, Tolland County, Connecticut, United States",1 art original : col. ; 13 x 19 cm. ,95192,1918.0,Connecticut Exp. Station,1918,Red Canada,,apple
POM00003051,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Huntingdon Valley, Montgomery County, Pennsylvania, United States",1 art original : col. ; 16 x 25 cm. ,19260,1900.0,,1900-03-21,Red Carver,,apple
POM00002342,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Huntingdon Valley, Montgomery County, Pennsylvania, United States",1 art original : col. ; 16 x 25 cm. ,10917,1895.0,,1895-11-09,Red Carver,,apple
POM00003052,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Warren County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,34968,1905.0,,1905-10-06,Red Cheese,,apple
POM00003053,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Arco, Warren County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,39434,1907.0,"A seedling apple originated in Va over one hundred years ago, grown only on one farm.  This apple was found here 100 yrs. ago by my grandfather and since planted on this farm from scions and sprouts, etc. OK",1907-11-10,Red Cheese,,apple
POM00003054,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Arco, Warren County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,39435,1908.0,,1908-01-21,Red Cheese,,apple
POM00002693,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Farmingdale, Sangamon County, Illinois, United States",1 art original : col. ; 17 x 25 cm. ,55015,1912.0,,1912-01-25,Morgans Christmas,,apple
POM00003409,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Otter Creek, Rutherford County, North Carolina, United States",1 art original : col. ; 17 x 25 cm. ,21002,1901.0,,1901,Morgans Seedling,,apple
POM00002697,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Fayetteville, Washington County, Arkansas, United States",1 art original : col. ; 16 x 24 cm. ,11432,,,,Morrell,,apple
POM00002698,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,111145,1929.0,"Section H, Row 17-18, Tree 5; Acc # 6420",1929-11-16,Morris Red,,apple
POM00002699,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,105633,1924.0,,1924-12-15,Morris Red,,apple
POM00001433,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"South Salem, Ross County, Ohio, United States",1 art original : col. ; 17 x 25 cm. ,18805,1899.0,,1899,Mortons Sweet,Alternative variety name(s):  Broadwell,apple
POM00002591,"Heiges, Bertha",Malus domestica,apples,"New Castle, New Castle County, Delaware, United States",1 art original : col. ; 16 x 24 cm. ,13192,1896.0,,1896-12-07,Morven,,apple
POM00002676,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Iowa, United States",1 art original : col. ; 17 x 25 cm. ,46124,1910.0,Is Lowry (Mosby syn.); Iowa [crossed out],1910-01-14,Mosby,Alternative variety name(s):  Lowry,apple
POM00002678,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Richmond, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,45277,1905.0,,1905-11-05,Mosbys Best Winter Red,Alternative variety name(s):  Lowry,apple
POM00000028,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Wooster, Wayne County, Ohio, United States",1 art reproduction ; 14 x 19 cm. ,95375a,1918.0,,1918-04-17,Mother,,apple
POM00002700,"Lower, Elsie E., b. 1882",Malus domestica,apples,"Buffalo, Erie County, New York, United States",1 art original : col. ; 17 x 25 cm. ,33809,1905.0,,1905-03-10,Mother,,apple
POM00002701,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Magnolia, Kent County, Delaware, United States",1 art original : col. ; 17 x 25 cm. ,44371,1909.0,,1909-11-16,Mother,,apple
POM00002702,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Benson, Harford County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,44810,1909.0,,1909-11-02,Mother,,apple
POM00002703,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Albany, Albany County, New York, United States",1 art original : col. ; 17 x 25 cm. ,39497,1907.0,,1907-11-09,Mother,,apple
POM00002704,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Benzonia, Benzie County, Michigan, United States",1 art original : col. ; 17 x 25 cm. ,20433,1909.0,,1909-12-13,Mother,,apple
POM00002705,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Benzonia, Benzie County, Michigan, United States",1 art original : col. ; 16 x 25 cm. ,20433a,1909.0,"Used in Yearbook of Agriculture, 1909",1909-12-13,Mother,,apple
POM00002706,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Wooster, Wayne County, Ohio, United States",1 art original : col. ; 17 x 25 cm. ,95375,1918.0,,1918-04-16,Mother,,apple
POM00002589,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,111254,1929.0,"Section K, Row 21-22, Tree 3",1929-11-28,Moulin-a-Vent,,apple
POM00001655,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Bald Creek, Yancey County, North Carolina, United States",1 art original : col. ; 17 x 25 cm. ,18911,1899.0,,1899,Mountain Sprout,Alternative variety name(s):  Buff,apple
POM00002592,"Prestele, William Henry, 1838-1895",Malus domestica,apples,"Saugerties, Ulster County, New York, United States",1 art original : col. ; 15 x 23 cm. ,8093,1894.0,,1894,Mouse,Alternative variety name(s):  Moose,apple
POM00003852,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Roswell, Chaves County, New Mexico, United States",1 art original : col. ; 17 x 24 cm. ,624,1912.0,,1912,,,apple
POM00003853,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Wenatchee, Chelan County, Washington, United States",1 art original : col. ; 18 x 24 cm. ,629,1912.0,,1912,,,apple
POM00003855,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Mountain Park, Otero County, New Mexico, United States",1 art original : col. ; 17 x 24 cm. ,634,1912.0,,1912,,,apple
POM00003856,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Wenatchee, Chelan County, Washington, United States",1 art original : col. ; 16 x 24 cm. ,639,1912.0,,1912,,,apple
POM00003858,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Centerville, Illinois, United States",1 art original : col. ; 17 x 24 cm. ,644,1912.0,,1912,,,apple
POM00003863,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Winchester, Virginia, United States",1 art original : col. ; 15 x 24 cm. ,411,1910.0,Arsenate of lead used,1910,,,apple
POM00003883,"Shull, James Marion, 1872-1948",Malus domestica,apples,,1 art original : col. ; 17 x 24 cm. ,1082,1918.0,Petiole X6,1918,,,apple
POM00003886,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Mount Jackson, Shenandoah County, Virginia, United States",1 art original : col. ; 16 x 24 cm. ,1105,1918.0,,1918,,,apple
POM00003888,"Shull, James Marion, 1872-1948",Malus domestica,apples,,1 art original : col. ; 17 x 24 cm. ,1138,1919.0,,1919,,,apple
POM00003893,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Rahway, Union County, New Jersey, United States",1 art original : col. ; 18 x 24 cm. ,729,1913.0,,1913,,,apple
POM00003894,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Millersville, Lancaster County, Pennsylvania, United States",1 art original : col. ; 16 x 24 cm. ,734,1913.0,,1913,,,apple
POM00003895,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Millersville, Lancaster County, Pennsylvania, United States",1 art original : col. ; 17 x 24 cm. ,735,1913.0,,1913,,,apple
POM00003898,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Gettysburg, Adams County, Pennsylvania, United States",1 art original : col. ; 17 x 24 cm. ,715,1913.0,Detail X8,1913,,Next to whole fruit is a portion of a cross section,apple
POM00003899,"Shull, James Marion, 1872-1948",Malus domestica,apples,,1 art original : col. ; 17 x 24 cm. ,718,1913.0,,1913,,,apple
POM00003901,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Crozet, Albemarle County, Virginia, United States",1 art original : col. ; 18 x 24 cm. ,695,1913.0,,1913,,,apple
POM00003902,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Vernon, British Columbia, Canada",1 art original : col. ; 17 x 24 cm. ,702,1913.0,"Suspected frost or spray injury but no parasites found by MBW; External cork or drought spot, Boron deficiency?",1913,,,apple
POM00003906,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Erie, Erie County, Pennsylvania, United States",1 art original : col. ; 18 x 24 cm. ,635,1912.0,,1912,,Portion of a cross section shown on watercolor,apple
POM00003908,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Woodwardville, Anne Arundel County, Maryland, United States",1 art original : col. ; 16 x 22 cm. ,672,1913.0,,1913,,,apple
POM00003944,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Fairview, New York, United States",1 art original : col. ; 17 x 24 cm. ,673,1913.0,Canker (Nectria spp.); Shown natural size and at 5 diameters,1913,,,apple
POM00003961,"Shull, James Marion, 1872-1948",Malus domestica,apples,,1 art original : col. ; 16 x 24 cm. ,418,1910.0,See 417,1910,,,apple
POM00003236,"Krieger, L.C.C. (Louis Charles Christopher), 1873-1940",Malus domestica,apples,"College Park, Prince Georges County, Maryland, United States",1 art original : col. ; 22 x 27 cm. ,113031,,,,No. 57,,apple
POM00003237,"Krieger, L.C.C. (Louis Charles Christopher), 1873-1940",Malus domestica,apples,"Chico, Butte County, California, United States",1 art original : col. ; 22 x 27 cm. ,721935,1935.0,The other side of this apple was almost wholly a golden yellow,1935,No. 57,,apple
POM00003238,"Krieger, L.C.C. (Louis Charles Christopher), 1873-1940",Malus domestica,apples,"Chico, Butte County, California, United States",1 art original : col. ; 22 x 27 cm. ,721935a,1935.0,,1935,No. 57,,apple
POM00000572,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"South Haven, Van Buren County, Michigan, United States",1 art original : col. ; 17 x 25 cm. ,26662,1902.0,,1902-10-09,Noble Sovar,,apple
POM00000573,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"South Haven, Van Buren County, Michigan, United States",1 art original : col. ; 17 x 25 cm. ,26662a,,,,Noble Sovar,,apple
POM00000574,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Colfax, Whitman County, Washington, United States",1 art original : col. ; 16 x 24 cm. ,12519,1896.0,No. 11 'Noble Sovari,1896,Noble Sovar,,apple
POM00000575,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Wolfville, Kings County, Nova Scotia, Canada",1 art original : col. ; 16 x 25 cm. ,23230,1902.0,H.B. Kempton of Bureau of Forestry,1902-10-24,Nonpareil,,apple
POM00000576,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,Canada,1 art original : col. ; 17 x 25 cm. ,22595,1901.0,,1901-09-18,Noreaster Spy,,apple
POM00000577,"Heiges, Bertha",Malus domestica,apples,"Burlington, Chittenden County, Vermont, United States",1 art original : col. ; 16 x 25 cm. ,23837,1902.0,,1902-01-11,Norman,,apple
POM00000584,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Mount Airy, Surry County, North Carolina, United States",1 art original : col. ; 17 x 25 cm. ,79154,1914.0,,1914-01-13,North Carolina Keeper,,apple
POM00000585,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Mount Airy, Surry County, North Carolina, United States",1 art original : col. ; 16 x 25 cm. ,79154a,1915.0,,1915-01-18,North Carolina Keeper,,apple
POM00000591,"Heiges, Bertha",Malus domestica,apples,"Damariscotta, Lincoln County, Maine, United States",1 art original : col. ; 16 x 25 cm. ,16763,1898.0,,1898-11-22,Northern Belle,,apple
POM00000005,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"South Haven, Van Buren County, Michigan, United States",1 art reproduction ; 17 x 25 cm. ,96354a,1918.0,,1918-11-09,Northern Spy,,apple
POM00000282,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Jersey City, Hudson County, New Jersey, United States",1 art original : col. ; 16 x 25 cm. ,31333,1904.0,Cold storage,1904-03-24,Northern Spy,,apple
